"","Evo_Type","Gene_Class","Conserved_Num","Human_Spec_Num","Mouse_Spec_Num"
"TEAD3","2","TF","2","4","0"
"TEAD4","1","TF","0","2","0"
"TEC","3","Enzyme","0","1","2"
"TECPR1","2","Other","8","5","4"
"TECPR2",NA,"Other","0","0","0"
"TECR","2","Enzyme","29","1","2"
"TECRL",NA,"Other","0","0","0"
"TECTA",NA,"Other","0","0","0"
"TECTB",NA,"Other","0","0","0"
"TEF","1","TF","0","0","6"
"TEK","2","Receptor","4","1","0"
"TEKT1","0","Other","1","0","0"
"TEKT2","0","Other","1","0","0"
"TEKT3","1","Other","0","1","0"
"TEKT4","0","Other","1","0","0"
"TEKT5",NA,"Other","0","0","0"
"TELO2","1","Other","0","1","0"
"TEP1","2","Other","3","9","0"
"TEPP",NA,"Other","0","0","0"
"TERF1","2","TF","1","14","1"
"TERF2","1","TF","0","4","0"
"TERF2IP","2","Other","1","30","0"
"TERT",NA,"Enzyme","0","0","0"
"TES","2","Other","10","12","2"
"TESC","3","Other","0","3","5"
"TESK1","1","Enzyme","0","0","1"
"TESK2",NA,"Enzyme","0","0","0"
"TESPA1","2","Other","1","3","2"
"TET1","3","Enzyme","0","1","2"
"TET2","2","Enzyme","7","2","11"
"TET3","3","Enzyme","0","2","5"
"TEX10","1","Other","0","0","8"
"TEX101",NA,"Other","0","0","0"
"TEX11",NA,"Other","0","0","0"
"TEX12",NA,"Other","0","0","0"
"TEX13A",NA,"Other","0","0","0"
"TEX14","1","Other","0","0","1"
"TEX15",NA,"Other","0","0","0"
"TEX19",NA,"Other","0","0","0"
"TEX2","2","Other","1","4","0"
"TEX22",NA,"Other","0","0","0"
"TEX261","2","Other","2","26","0"
"TEX264","2","Other","12","5","12"
"TEX28",NA,"Other","0","0","0"
"TEX9","2","Other","1","1","0"
"TFAM","2","TF","3","12","5"
"TFAP2A",NA,"TF","0","0","0"
"TFAP2B",NA,"TF","0","0","0"
"TFAP2C","1","TF","0","5","0"
"TFAP2D",NA,"TF","0","0","0"
"TFAP2E",NA,"TF","0","0","0"
"TFAP4",NA,"TF","0","0","0"
"TFB1M","1","Other","0","0","1"
"TFB2M","1","Other","0","0","3"
"TFCP2","3","TF","0","2","3"
"TFCP2L1","2","TF","2","2","1"
"TFDP1","3","TF","0","4","1"
"TFDP2","2","TF","3","12","2"
"TFE3","2","TF","1","6","3"
"TFEB","2","TF","5","3","3"
"TFEC","2","TF","1","1","0"
"TFF1",NA,"Other","0","0","0"
"TFF2","1","Other","0","0","1"
"TFF3","1","Other","0","6","0"
"TFG","2","Other","20","5","6"
"TFIP11","1","Other","0","0","3"
"TFPI","2","Ligand","3","12","0"
"TFPI2","1","Other","0","2","0"
"TFPT",NA,"Other","0","0","0"
"TFR2",NA,"Receptor","0","0","0"
"TFRC","2","Receptor","2","7","2"
"TG","1","Ligand","0","0","3"
"TGDS","3","Enzyme","0","1","1"
"TGFA","1","Ligand","0","0","1"
"TGFB1","2","Ligand","5","3","0"
"TGFB1I1","0","Other","11","0","0"
"TGFB2","2","Ligand","1","8","0"
"TGFB3","2","Ligand","2","2","3"
"TGFBI","2","Other","5","3","2"
"TGFBR1","2","Receptor","1","3","5"
"TGFBR2","2","Receptor","26","1","4"
"TGFBR3","2","Receptor","9","5","2"
"TGFBRAP1","1","Other","0","2","0"
"TGIF1","2","TF","2","10","8"
"TGIF2","1","TF","0","5","0"
"TGM1",NA,"Enzyme","0","0","0"
"TGM2","2","Ligand","11","6","0"
"TGM3",NA,"Enzyme","0","0","0"
"TGM4",NA,"Enzyme","0","0","0"
"TGM5",NA,"Enzyme","0","0","0"
"TGM6",NA,"Other","0","0","0"
"TGM7",NA,"Enzyme","0","0","0"
"TGS1","2","Other","1","9","3"
"TH",NA,"Other","0","0","0"
"THADA","3","Other","0","2","3"
"THAP1",NA,"TF","0","0","0"
"THAP11","2","TF","4","8","8"
"THAP2","1","TF","0","0","1"
"THAP3","2","TF","1","16","0"
"THAP4","1","TF","0","9","0"
"THAP7","2","TF","2","11","4"
"THBD","2","Receptor","6","2","6"
"THBS1","2","Ligand","6","4","8"
"THBS2","2","Ligand","1","1","2"
"THBS3","2","Other","2","2","6"
"THBS4",NA,"Other","0","0","0"
"THEG",NA,"Other","0","0","0"
"THEM4","1","Enzyme","0","7","0"
"THEM5",NA,"Other","0","0","0"
"THEMIS","1","Other","0","0","4"
"THG1L",NA,"Other","0","0","0"
"THNSL1","1","Other","0","0","1"
"THNSL2","3","Other","0","2","2"
"THOC1","3","Other","0","2","2"
"THOC2","2","Other","27","3","1"
"THOC3","3","Other","0","4","1"
"THOC5","3","Other","0","1","1"
"THOC6","2","Other","1","4","1"
"THOC7","2","Other","22","2","4"
"THOP1","1","Enzyme","0","0","1"
"THPO",NA,"Ligand","0","0","0"
"THRA","2","TF","3","2","9"
"THRAP3","0","Other","32","0","0"
"THRB","3","TF","0","3","4"
"THRSP",NA,"Other","0","0","0"
"THSD1","2","Other","1","4","0"
"THSD4","2","Other","1","6","3"
"THSD7A","0","Other","2","0","0"
"THSD7B",NA,"Other","0","0","0"
"THTPA","1","Enzyme","0","1","0"
"THUMPD1","2","Other","4","27","0"
"THUMPD2","1","Other","0","1","0"
"THUMPD3","3","Other","0","6","2"
"THY1","3","Other","0","4","6"
"THYN1","1","Other","0","12","0"
"TIA1","2","Other","2","14","1"
"TIAL1","2","Other","17","13","0"
"TIAM1","2","Other","1","7","1"
"TIAM2","3","Other","0","1","1"
"TICAM1","1","Other","0","2","0"
"TICAM2",NA,"Other","0","0","0"
"TIE1","2","Receptor","5","1","0"
"TIFA","3","Other","0","3","4"
"TIFAB","1","Other","0","0","4"
"TIGD2","1","Other","0","0","7"
"TIGD3",NA,"Other","0","0","0"
"TIGD4",NA,"Other","0","0","0"
"TIGD5",NA,"Other","0","0","0"
"TIGIT","0","Other","3","0","0"
"TIMD4",NA,"Other","0","0","0"
"TIMELESS","1","Other","0","1","0"
"TIMM10","1","Other","0","9","0"
"TIMM13","2","Other","22","2","7"
"TIMM17A","2","Other","23","2","4"
"TIMM17B","2","Other","12","10","6"
"TIMM22",NA,"Other","0","0","0"
"TIMM23","2","Other","23","1","6"
"TIMM44","2","Other","1","1","6"
"TIMM50","2","Other","5","13","3"
"TIMM8A",NA,"Other","0","0","0"
"TIMM8B","2","Other","22","1","8"
"TIMM9","1","Other","0","5","0"
"TIMP1","2","Ligand","1","25","0"
"TIMP2","2","Ligand","11","2","14"
"TIMP3","2","Ligand","13","2","4"
"TIMP4","1","Other","0","0","2"
"TINAG","1","Other","0","0","2"
"TINAGL1","2","Other","10","3","0"
"TINF2","1","Other","0","0","1"
"TIPARP","2","Other","8","7","5"
"TIPIN","1","Other","0","0","5"
"TIPRL","2","Other","10","8","10"
"TIRAP","3","Other","0","1","2"
"TJAP1","1","Other","0","0","1"
"TJP1","2","Other","3","12","0"
"TJP2","1","Other","0","0","12"
"TJP3","2","Other","2","1","1"
"TK1",NA,"Other","0","0","0"
"TK2","3","Other","0","1","2"
"TKT","2","Enzyme","21","11","0"
"TKTL1",NA,"Enzyme","0","0","0"
"TKTL2",NA,"Enzyme","0","0","0"
"TLCD1",NA,"Other","0","0","0"
"TLCD2",NA,"Other","0","0","0"
"TLE1","2","Other","1","14","5"
"TLE2","3","Other","0","3","4"
"TLE3","2","Other","10","18","1"
"TLE4","2","Other","4","7","1"
"TLE6",NA,"Other","0","0","0"
"TLK1","2","Enzyme","15","10","0"
"TLK2","3","Enzyme","0","4","7"
"TLL1",NA,"Other","0","0","0"
"TLL2",NA,"Other","0","0","0"
"TLN1","2","Other","30","1","0"
"TLN2","1","Other","0","0","2"
"TLR1","1","Receptor","0","3","0"
"TLR2","2","Receptor","4","4","0"
"TLR3",NA,"Receptor","0","0","0"
"TLR4","3","Receptor","0","5","1"
"TLR5","1","Receptor","0","2","0"
"TLR6","1","Receptor","0","1","0"
"TLR7","2","Receptor","1","3","0"
"TLR8","2","Receptor","1","2","1"
"TLR9",NA,"Receptor","0","0","0"
"TLX1",NA,"TF","0","0","0"
"TLX2",NA,"TF","0","0","0"
"TLX3",NA,"TF","0","0","0"
"TM2D1","2","Other","21","5","4"
"TM2D2","2","Other","10","16","0"
"TM2D3","2","Other","14","8","2"
"TM4SF1","2","Other","10","5","2"
"TM4SF19",NA,"Other","0","0","0"
"TM4SF20",NA,"Other","0","0","0"
"TM4SF4",NA,"Other","0","0","0"
"TM4SF5","1","Other","0","0","1"
"TM6SF1","2","Other","3","7","0"
"TM6SF2","1","Other","0","0","1"
"TM7SF2","1","Other","0","8","0"
"TM7SF3","2","Other","3","7","2"
"TM9SF1","1","Other","0","0","23"
"TM9SF2","0","Other","32","0","0"
"TM9SF3","2","Other","29","2","1"
"TM9SF4","2","Other","9","4","8"
"TMBIM1","2","Other","21","9","2"
"TMBIM4","2","Other","30","2","0"
"TMBIM6","0","Other","32","0","0"
"TMC1",NA,"Other","0","0","0"
"TMC2",NA,"Other","0","0","0"
"TMC3",NA,"Other","0","0","0"
"TMC4","1","Other","0","0","8"
"TMC5","1","Other","0","7","0"
"TMC6","2","Other","3","12","0"
"TMC7",NA,"Other","0","0","0"
"TMC8","2","Other","5","5","0"
"TMCC1","2","Other","2","4","2"
"TMCC2","3","Other","0","1","3"
"TMCC3","2","Other","2","2","4"
"TMCO1","2","Other","29","3","0"
"TMCO2",NA,"Other","0","0","0"
"TMCO3","2","Other","1","1","1"
"TMCO4","3","Other","0","1","1"
"TMCO5A",NA,"Other","0","0","0"
"TMCO6",NA,"Other","0","0","0"
"TMED1","3","Other","0","4","7"
"TMED10","2","Other","31","1","0"
"TMED2","2","Other","31","1","0"
"TMED3","2","Other","11","1","14"
"TMED4","2","Other","22","10","0"
"TMED5","2","Other","15","2","13"
"TMED6",NA,"Other","0","0","0"
"TMED7","2","Other","3","18","0"
"TMED8","1","Other","0","1","0"
"TMED9","2","Other","29","2","0"
"TMEFF1","1","Other","0","0","2"
"TMEFF2","1","Other","0","0","1"
"TMEM100","2","Other","4","1","3"
"TMEM101","1","Other","0","2","0"
"TMEM102",NA,"Other","0","0","0"
"TMEM104","1","Other","0","0","2"
"TMEM106A","2","Other","1","2","1"
"TMEM106B","3","Other","0","2","10"
"TMEM106C","3","Other","0","4","5"
"TMEM107","2","Other","2","1","1"
"TMEM108","3","Other","0","2","1"
"TMEM109","2","Other","26","2","2"
"TMEM11","2","Other","14","3","7"
"TMEM116","2","Other","1","2","0"
"TMEM117","1","Other","0","0","1"
"TMEM119","2","Other","2","1","2"
"TMEM120A","1","Other","0","11","0"
"TMEM120B",NA,"Other","0","0","0"
"TMEM121",NA,"Other","0","0","0"
"TMEM123","2","Other","23","1","8"
"TMEM125","1","Other","0","6","0"
"TMEM126A","2","Other","4","24","0"
"TMEM126B","1","Other","0","10","0"
"TMEM127","2","Other","19","1","12"
"TMEM128","2","Other","4","6","19"
"TMEM129","3","Other","0","2","3"
"TMEM130","3","Other","0","1","1"
"TMEM131","2","Other","3","6","4"
"TMEM132A","1","Other","0","0","1"
"TMEM132B",NA,"Other","0","0","0"
"TMEM132C","1","Other","0","0","1"
"TMEM132D",NA,"Other","0","0","0"
"TMEM132E",NA,"Other","0","0","0"
"TMEM134","2","Other","14","3","12"
"TMEM135","1","Other","0","0","5"
"TMEM138","2","Other","2","2","0"
"TMEM139","1","Other","0","1","0"
"TMEM140","2","Other","5","1","5"
"TMEM141","2","Other","1","10","0"
"TMEM143","3","Other","0","1","2"
"TMEM144","1","Other","0","2","0"
"TMEM145",NA,"Other","0","0","0"
"TMEM147","2","Other","26","1","4"
"TMEM14A","2","Other","1","7","0"
"TMEM14C","1","Other","0","0","29"
"TMEM150A","2","Other","1","5","2"
"TMEM150B",NA,"Other","0","0","0"
"TMEM150C",NA,"Other","0","0","0"
"TMEM151A",NA,"Other","0","0","0"
"TMEM151B",NA,"Other","0","0","0"
"TMEM154","2","Other","2","6","1"
"TMEM158","1","Other","0","0","3"
"TMEM159","2","Other","1","1","10"
"TMEM160","2","Other","24","1","6"
"TMEM161A","3","Other","0","1","4"
"TMEM161B","1","Other","0","1","0"
"TMEM163","2","Other","2","2","0"
"TMEM164","2","Other","6","2","0"
"TMEM165","2","Other","26","5","0"
"TMEM167A","2","Other","15","16","0"
"TMEM167B","3","Other","0","1","2"
"TMEM168","3","Other","0","1","4"
"TMEM169",NA,"Other","0","0","0"
"TMEM17","1","Other","0","1","0"
"TMEM170A","1","Other","0","17","0"
"TMEM170B","3","Other","0","2","2"
"TMEM171","1","Other","0","0","1"
"TMEM174",NA,"Other","0","0","0"
"TMEM175","3","Other","0","8","4"
"TMEM176A","2","Other","4","1","19"
"TMEM176B","2","Other","6","1","21"
"TMEM177",NA,"Other","0","0","0"
"TMEM178A","1","Other","0","0","1"
"TMEM179",NA,"Other","0","0","0"
"TMEM179B","2","Other","20","9","3"
"TMEM181","2","Other","2","3","3"
"TMEM182",NA,"Other","0","0","0"
"TMEM183A","2","Other","1","8","2"
"TMEM184A","1","Other","0","0","1"
"TMEM184B","2","Other","11","5","8"
"TMEM184C","1","Other","0","1","0"
"TMEM185B","3","Other","0","1","2"
"TMEM186",NA,"Other","0","0","0"
"TMEM189","2","Other","5","4","11"
"TMEM19","3","Other","0","2","2"
"TMEM190","1","Other","0","1","0"
"TMEM192","2","Other","2","7","6"
"TMEM196",NA,"Other","0","0","0"
"TMEM198",NA,"Other","0","0","0"
"TMEM199","3","Other","0","2","1"
"TMEM200A","1","Other","0","0","1"
"TMEM200B","1","Other","0","0","3"
"TMEM200C",NA,"Other","0","0","0"
"TMEM201","1","Other","0","0","1"
"TMEM202",NA,"Other","0","0","0"
"TMEM203","2","Other","1","3","3"
"TMEM204","2","Other","10","2","1"
"TMEM205","2","Other","17","7","0"
"TMEM207",NA,"Other","0","0","0"
"TMEM208","2","Other","19","3","7"
"TMEM209","3","Other","0","3","1"
"TMEM210",NA,"Other","0","0","0"
"TMEM211",NA,"Other","0","0","0"
"TMEM212","0","Other","1","0","0"
"TMEM213",NA,"Other","0","0","0"
"TMEM214","2","Other","5","6","1"
"TMEM215",NA,"Other","0","0","0"
"TMEM216","2","Other","1","3","2"
"TMEM217",NA,"Other","0","0","0"
"TMEM218","2","Other","1","1","1"
"TMEM219","2","Other","10","21","0"
"TMEM220","3","Other","0","2","1"
"TMEM221","1","Other","0","0","2"
"TMEM222","2","Receptor","3","16","0"
"TMEM225",NA,"Other","0","0","0"
"TMEM229A",NA,"Other","0","0","0"
"TMEM229B","1","Other","0","0","7"
"TMEM231","0","Other","1","0","0"
"TMEM232","0","Other","1","0","0"
"TMEM233","1","Other","0","1","0"
"TMEM25","1","Other","0","1","0"
"TMEM26","1","Other","0","0","3"
"FAM155B",NA,"Other","0","0","0"
"TMEM30A","2","Other","14","1","16"
"TMEM30B","3","Other","0","2","2"
"TMEM33","2","Other","22","4","5"
"TMEM37","3","Other","0","4","5"
"TMEM38A","1","Other","0","0","2"
"TMEM38B","1","Other","0","0","7"
"TMEM39A","2","Other","3","4","3"
"TMEM39B","3","Other","0","2","2"
"TMEM40","1","Other","0","0","1"
"TMEM41A","2","Other","1","10","1"
"TMEM41B","2","Other","5","10","2"
"TMEM42","1","Other","0","0","2"
"TMEM43","2","Other","14","14","2"
"TMEM44","2","Other","1","2","2"
"TMEM45A","3","Other","0","1","3"
"TMEM45B","1","Other","0","2","0"
"TMEM47","2","Other","7","2","0"
"TMEM50A","0","Other","32","0","0"
"TMEM50B","1","Other","0","0","17"
"TMEM51","2","Other","2","7","2"
"TMEM52",NA,"Other","0","0","0"
"TMEM53","2","Other","1","1","1"
"TMEM54","1","Other","0","9","0"
"TMEM59","0","Other","32","0","0"
"TMEM59L","1","Other","0","1","0"
"TMEM60","3","Other","0","3","3"
"TMEM62","1","Other","0","1","0"
"TMEM63A","2","Other","3","7","9"
"TMEM63B","2","Other","2","2","0"
"TMEM63C",NA,"Other","0","0","0"
"TMEM64","1","Other","0","0","7"
"TMEM65","1","Other","0","0","4"
"TMEM67","0","Receptor","1","0","0"
"TMEM68","3","Other","0","1","2"
"TMEM69",NA,"Other","0","0","0"
"TMEM70","2","Other","2","13","1"
"TMEM71","2","Other","3","1","6"
"TMEM72",NA,"Other","0","0","0"
"TMEM74",NA,"Other","0","0","0"
"TMEM79","1","Other","0","0","1"
"TMEM80","2","Other","1","4","0"
"TMEM81",NA,"Other","0","0","0"
"TMEM82",NA,"Other","0","0","0"
"TMEM86A","1","Other","0","0","2"
"TMEM86B",NA,"Other","0","0","0"
"TMEM87A","1","Other","0","29","0"
"TMEM87B","2","Other","1","2","1"
"TMEM88","2","Other","2","3","0"
"TMEM88B",NA,"Other","0","0","0"
"TMEM89",NA,"Other","0","0","0"
"TMEM8B","1","Other","0","3","0"
"TMEM9","2","Other","10","6","2"
"TMEM91","1","Other","0","2","0"
"TMEM95",NA,"Other","0","0","0"
"TMEM97","2","Other","1","2","0"
"TMEM98","2","Other","10","4","3"
"TMEM9B","2","Other","26","1","5"
"TMF1","2","TF","26","6","0"
"TMIE",NA,"Other","0","0","0"
"TMIGD1",NA,"Other","0","0","0"
"TMLHE",NA,"Other","0","0","0"
"TMOD1","3","Other","0","4","1"
"TMOD2","3","Other","0","1","5"
"TMOD3","2","Other","28","3","1"
"TMOD4",NA,"Other","0","0","0"
"TMPO","2","Other","7","20","0"
"TMPPE",NA,"Other","0","0","0"
"TMPRSS11A",NA,"Other","0","0","0"
"TMPRSS11D",NA,"Other","0","0","0"
"TMPRSS11E",NA,"Other","0","0","0"
"TMPRSS11F",NA,"Other","0","0","0"
"TMPRSS12",NA,"Other","0","0","0"
"TMPRSS13","1","Other","0","0","1"
"TMPRSS15",NA,"Other","0","0","0"
