"","Neutrophil"
"SLC16A6",0.110735827735941
"AC007780.1",0
"WIPI1",0.353365696593802
"MIR635",0
"PRKAR1A",1.17106439426217
"FAM20A",0.171482065564572
"AC079210.1",0.0505343225053153
"LINC01482",0.018970354148072
"AC011591.2",0
"AC011591.1",0
"ABCA8",0
"ABCA9-AS1",0
"ABCA9",0
"ABCA6",0
"SEC24AP1",0
"MIR4524B",0
"MIR4524A",0
"ABCA10",0.0517008312374151
"PRO1804",0
"AC005495.1",0
"ABCA5",0.303206316564065
"SNRPGP4",0
"MAP2K6",0.365665792505611
"AC015920.1",0
"AC002546.1",0
"LINC01483",0.051167198265775
"AC002545.1",0
"LINC01497",0.0208444804453415
"AC005208.1",0
"LINC01028",0
"KCNJ16",0.10032914391229
"KCNJ2-AS1",0.0505412171224183
"KCNJ2",0.302914237097244
"CALM2P1",0
"AC011990.1",0
"AC005771.1",0
"AC007423.1",0
"AC005181.1",0
"CASC17",0
"RNU7-155P",0
"AC118653.1",0
"MYL6P5",0
"AC005144.1",0
"ROCR",0
"LINC01152",0.0502988690110357
"SOX9-AS1",0.0862344449775217
"LINC02097",0
"SOX9",0.0333289711330048
"LINC00511",0.109227822452172
"LINC02003",0.0964730439869103
"AC007639.1",0
"RPL32P33",0
"AC080037.1",0
"SLC39A11",0.291478006079825
"RN7SKP180",0
"AC011120.1",0
"AC025198.1",0
"POLR3KP2",0
"AC097641.1",0
"SSTR2",0.0524529223452485
"COG1",0.0999122471556582
"AC097641.2",0
"FAM104A",0
"C17orf80",0.0394810856918549
"AC087301.1",0
"CPSF4L",0
"CDC42EP4",0.0978880185718953
"SDK2",0.0463440154736452
"AC124804.1",0
"AC032019.1",0
"AC032019.2",0
"AC125421.1",0
"LINC00469",0.0994045964783747
"LINC02092",0.0469492785336562
"AC125421.2",0
"AC137735.1",0.0514522652838499
"AC137735.2",0
"LINC02074",0
"RPL38",0.97514221474197
"MGC16275",0
"TTYH2",0
"AC100786.1",0
"DNAI2",0
"AC103809.1",0
"KIF19",0.0332690672230274
"BTBD17",0
"GPR142",0
"RNA5SP448",0
"GPRC5C",0.259024516147081
"CD300A",0.772565957258239
"CD300LB",0.0588370744161777
"CD300C",0
"AC079325.1",0
"CD300H",0.0355063304510993
"CD300LD",0.04765351183861
"C17orf77",0.047024228228387
"AC064805.1",0.152088096973521
"CD300E",0
"RAB37",0.411708477148627
"AC064805.2",0
"CD300LF",0.311064489926502
"AC016888.1",0
"MIR3615",0
"SLC9A3R1",1.23359586816282
"NAT9",0.0654189706672591
"TMEM104",0.0593070882532436
"GRIN2C",0.0975652169069759
"FDXR",0.0359720575537439
"FADS6",0
"USH1G",0
"OTOP2",0
"OTOP3",0
"HID1",0.205927200823388
"HID1-AS1",0
"CDR2L",0
"MRPL58",0.0632808382509662
"RNU6-362P",0
"KCTD2",0.239513958018037
"ATP5PD",0.212848740973881
"RN7SL573P",0
"AC111186.1",0
"TRIM80P",0.0883696142245191
"SLC16A5",0.348454725178908
"ARMC7",0.063642686286853
"NT5C",0.103990234679856
"AC022211.4",0
"JPT1",1.49045466838939
"AC022211.3",0.0880779801972848
"AC022211.1",0
"SUMO2",0.607116695218621
"NUP85",0.167870898343803
"GGA3",0.627228798258623
"MRPS7",0.0614018730711521
"MIF4GD",0.0213047027859622
"AC022211.2",0
"SLC25A19",0
"GRB2",3.09114687917138
"AC011933.1",0.0785427089507804
"AC011933.4",0.0520845942524781
"AC011933.2",0
"AC011933.3",0
"MIR3678",0
"RNU6-938P",0
"TMEM94",0.0990539564565693
"MIR6785",0
"CASKIN2",0.105275078648151
"TSEN54",0.256788203836123
"LLGL2",0.302737743253818
"MYO15B",0.299320747761701
"RECQL5",0.153041435461008
"SMIM5",0
"SMIM6",0.0748148465413272
"SAP30BP",0.890626363109015
"AC087749.2",0
"AC087749.1",0
"ITGB4",0.0960539787598233
"GALK1",0.0860192329883415
"H3F3B",6.03740467619908
"MIR4738",0
"UNK",0.082563838112798
"AC087289.1",0
"UNC13D",2.58064179501218
"WBP2",1.89151598360572
"TRIM47",0.0533128329934582
"AC087289.5",0.0311755237741317
"TRIM65",0
"AC087289.2",0
"MRPL38",0
"AC087289.3",0
"FBF1",0
"ACOX1",0.971841469375412
"AC087289.4",0
"TEN1",0
"TEN1-CDK3",0
"CDK3",0
"EVPL",0.115451126880807
"SRP68",0.0509095447786247
"ZACN",0
"GALR2",0
"EXOC7",0.242340831142284
"AC018665.1",0
"MIR6868",0
"FOXJ1",0
"RNF157-AS1",0
"RNF157",0.116553607328427
"ATP5MGP6",0
"ATF4P3",0.0260756495260581
"UBALD2",2.10026071386381
"QRICH2",0.166970186312256
"PRPSAP1",0.161448461396062
"RNU6-24P",0
"AC090699.1",0
"SPHK1",0.0251939512304075
"UBE2O",0.167130343290948
"RPL7P49",0.0532690486782511
"AANAT",0.03913647413519
"RHBDF2",0.208594009102086
"CYGB",0.0329540036968141
"PRCD",0
"AC015802.4",0.0477463679406611
"AC015802.3",0
"AC015802.5",0.0538826287727863
"SNHG16",0.11371965498617
"SNORD1C",0
"SNORD1B",0
"SNORD1A",0
"AC015802.6",0
"ST6GALNAC2",0.0976434258238736
"AC015802.1",0
"AC015802.2",0
"ST6GALNAC1",0.0241651769054546
"RNU6-227P",0
"AC005837.1",0
"MXRA7",0
"RNY4P36",0
"AC005837.3",0.0578801573720504
"JMJD6",1.5005060855696
"METTL23",0.171619610674915
"AC005837.2",0
"SRSF2",0.62640775007492
"MFSD11",0.0596431137637496
"MIR636",0
"RNU6-97P",0
"LINC02080",0
"LINC00868",0
"MGAT5B",0.0443895366004042
"AC016168.2",0
"AC016168.1",0
"AC016168.3",0.0252316637805507
"SNHG20",0.118291320998476
"SEC14L1",3.01583844258626
"SCARNA16",0
"MIR6516",0
"RNU4-47P",0.114684462512741
"CYCSP40",0
"AC068594.1",0
"AC068594.2",0
"SEPT9",0.515671434989051
"AC111182.1",0.0319752846256393
"MIR4316",0
"AC111170.3",0.0332690672230274
"AC111170.2",0
"AC111170.1",0
"AC021683.3",0
"AC021683.2",0
"AC021683.1",0
"AC021683.4",0
"AC021683.5",0.0414492168089088
"LINC01987",0
"LINC01973",0.114637851867728
"RNU1-80P",0
"TNRC6C",0.266006989982894
"AC015804.1",0
"UBE2V2P2",0
"RNU6-625P",0
"TNRC6C-AS1",0.0991061534841166
"TMC6",1.08776769019714
"TMC8",0.397627953536734
"C17orf99",0
"EIF5AP2",0
"SYNGR2",0.392723438105014
"TK1",0.0450328915275104
"AFMID",0.202328942828258
"AC087645.1",0
"BIRC5",0
"TMEM235",0
"AC087645.4",0
"THA1P",0
"AC087645.3",0
"LINC01993",0
"AC087645.2",0.0239498632829407
"SOCS3",2.30446634650915
"AC061992.1",0.119743571524611
"RN7SL236P",0
"PGS1",1.01376165535729
"RF00415",0
"DNAH17",1.26736989379142
"DNAH17-AS1",0.0695997645570442
"AC016182.1",0
"RN7SL454P",0
"LINC02081",0.0438368289346426
"CYTH1",1.03450449826237
"AC099804.1",0.026889753582082
"RNU6-638P",0
"USP36",0.0927331311496323
"RPL9P29",0.0299886314134123
"TIMP2",0.569588540633228
"AC022966.1",0
"CEP295NL",0.0869408450825929
"AC100788.2",0.227458085732739
"AC100788.1",0
"LGALS3BP",0.339948023265249
"CANT1",0.4919181615061
"C1QTNF1-AS1",0
"C1QTNF1",0
"ENGASE",0.0666380189822692
"RBFOX3",0.0868867079194853
"AC021534.1",0
"AC233701.1",0
"MIR4739",0
"LINC02078",0
"ENPP7",0.0357632322012536
"CBX2",0.111960956612308
"CBX8",0
"AC100791.2",0
"LINC01977",0.0875178907724068
"CBX4",0.447409300407511
"AC100791.1",0
"LINC01979",0
"LINC01978",0.0235571283084587
"TBC1D16",0.0420026318075673
"AC100791.3",0
"AC116025.2",0
"AC116025.1",0
"CCDC40",0
"MIR1268B",0
"GAA",0.848509191248831
"EIF4A3",0.630874129581867
"AC087741.3",0.0423069146275443
"AC087741.2",0
"CARD14",0.0391357546097687
"AC087741.1",0
"SGSH",0.113491476709752
"SLC26A11",0.229131702943052
"RNF213",2.39445929714801
"AC124319.1",0
"AC124319.3",0
"AC124319.4",0.0237985530308925
"AC124319.2",0
"ENDOV",0.162648219813757
"MIR4730",0
"AC120024.1",0
"AC120024.4",0.0484851954628528
"NPTX1",0
"AC120024.2",0
"AC120024.3",0
"RPL32P31",0
"RPTOR",0.105856963243856
"RPL31P7",0
"AC016245.1",0
"AC127496.3",0
"AC127496.4",0
"AC127496.1",0
"RPL12P37",0.012885425278528
"CHMP6",0
"AC127496.6",0
"AC127496.7",0
"AC127496.5",0
"AC127496.2",0
"BAIAP2-DT",0.130733030517426
"BAIAP2",0.437488500770043
"AATK",0.498796828894598
"MIR657",0
"MIR3065",0
"MIR338",0
"MIR1250",0
"AC115099.1",0
"PVALEF",0.0347723892563696
"CEP131",0.0208444804453415
"AC027601.2",0
"TEPSIN",0.407306387835754
"AC027601.1",0
"NDUFAF8",0
"SLC38A10",0.423630448701958
"AC027601.4",0
"AC027601.5",0
"LINC00482",0.0483185340850647
"TMEM105",0
"AC027601.3",0
"AC110285.6",0.0540579249995798
"AC110285.3",0.0332690672230274
"AC110285.1",0.0270310656753919
"AC110285.5",0
"AC110285.2",0
"BAHCC1",0.0706761730861445
"AC110285.7",0
"MIR4740",0
"MIR3186",0
"AC110285.4",0
"LINC01971",0.0351971070985971
"ACTG1",3.65042439505752
"AC139149.1",0
"FSCN2",0
"FAAP100",0.0237495922047912
"NPLOC4",0.49501790409102
"TSPAN10",0
"PDE6G",0
"OXLD1",0.0519578874474949
"CCDC137",0.171304327880477
"ARL16",0.0921767011715925
"HGS",0.238458166797888
"MIR6786",0
"AC139530.3",0
"AC139530.1",0.0415704287941603
"MRPL12",0
"AC139530.2",0
"SLC25A10",0.0320081302074959
"GCGR",0.0527812723720543
"MCRIP1",0.491027445885058
"PPP1R27",0
"P4HB",0.32480680186478
"AC145207.3",0
"AC145207.9",0
"AC145207.2",0
"ARHGDIA",0.187146926506106
"AC145207.5",0
"AC145207.6",0
"ALYREF",0.100105096474856
"ANAPC11",0.177544627350712
"NPB",0
"PCYT2",0.0357632322012536
"SIRT7",0.773079044165901
"MAFG",0.0602145026844467
"AC145207.8",0
"MAFG-DT",0.0373925595263548
"PYCR1",0
"AC145207.4",0
"MYADML2",0
"AC145207.1",0
"NOTUM",0
"AC145207.7",0
"ASPSCR1",0.0304790749548848
"CENPX",0.0239498632829407
"LRRC45",0.048872728736275
"RAC3",0
"DCXR",0.320260966822395
"AC137723.2",0
"AC137723.1",0
"RFNG",0.0380224973026116
"GPS1",0.0889766258425735
"DUS1L",0.189886269033726
"FASN",0.0271383776639462
"CCDC57",0.340288902706612
"AC129510.1",0
"AC129510.2",0
"AC132872.2",0.0269885132548739
"SLC16A3",2.31773788438527
"MIR6787",0
"CSNK1D",3.31971822151609
"AC132872.3",0.136174064049806
"AC132872.4",0.252449479713696
"LINC01970",0.0747969186119083
"AC132872.1",0.421552640360065
"CD7",0
"SECTM1",1.25701797250618
"TEX19",0
"AC132938.4",0
"UTS2R",0.0304790749548848
"AC132938.1",0.0213047027859622
"OGFOD3",0.0598988244617301
"AC132938.2",0
"HEXDC",0.22124783031736
"HEXDC-IT1",0
"CYBC1",1.60531606691588
"AC132938.3",0
"NARF",1.41272951699387
"AC132938.5",0
"NARF-AS1",0
"NARF-IT1",0
"FOXK2",0.252729114996519
"AC124283.4",0
"AC124283.3",0
"AC124283.2",0
"AC124283.1",0
"WDR45B",0.216458176995688
"AC124283.5",0
"RAB40B",0.0269538936957473
"MIR4525",0
"AC024361.2",0
"FN3KRP",0.0395272613613889
"AC024361.3",0
"FN3K",0
"AC024361.1",0
"TBCD",0.102971358338687
"AC068014.1",0
"ZNF750",0.0897175069797134
"AC087222.1",0.0530613264195423
"B3GNTL1",0.0439854342234759
"AC130371.1",0
"METRNL",0
"AC130371.2",0
"AC144831.1",0.0686008462051982
"AC139099.4",0
"AC139099.2",0
"AC139099.3",0
"AC139099.1",0
"RPL23AP87",0.0410451378643237
"LINC02564",0
"AP005530.1",0
"AP001005.1",0
"TUBB8P12",0
"AP001005.3",0.0566382910913321
"IL9RP4",0.0893907878285719
"AP001005.2",0
"ROCK1P1",0.199366143756719
"MIR8078",0.0126644427938789
"USP14",0.151771074278917
"THOC1",0
"AP000845.1",0
"AP000915.1",0
"COLEC12",0.0944476528711663
"AP000915.2",0
"LINC01925",0.0370100667399732
"CETN1",0
"RN7SKP146",0
"CLUL1",0.0208444804453415
"TYMSOS",0
"AP001178.3",0
"AP001178.1",0
"TYMS",0
"ENOSF1",0.108424602575708
"AP001178.2",0
"YES1",0.0520209917559623
"AP001020.3",0
"AP001020.1",0
"AP001020.2",0
"RNU1-109P",0
"AP000894.4",0
"BOLA2P1",0
"AP000894.1",0
"AP000894.3",0
"AP000894.2",0
"ADCYAP1",0
"LINC01904",0
"AP005328.2",0.0494841454372438
"AP005328.1",0
"AP005265.1",0
"COX6CP3",0
"LINC00470",0.0452068701291554
"RN7SKP72",0
"AP005119.1",0
"AP005119.2",0
"AC008109.1",0
"AC019183.1",0.0412667709746872
"AP005057.1",0
"AP005230.1",0.049163529902079
"AP005262.1",0
"METTL4",0.278709732562011
"AP005136.2",0
"AP005136.1",0
"NDC80",0
"KATNBL1P3",0
"RNU6-340P",0
"CBX3P2",0
"SMCHD1",4.52819890891832
"AP001011.1",0.0514119438060736
"EMILIN2",0.177803431940882
"LPIN2",0.350551628988911
"AP000919.4",0
"AP000919.1",0.0524483072800618
"AP000919.2",0
"AP000919.3",0.0535671932094777
"SNRPCP4",0.0420298211777982
"AP005431.1",0
"MYOM1",0.05875313268324
"RNU7-25P",0
"AP005329.2",0
"AP005329.3",0
"MYL12A",2.1903460785655
"AP005329.1",0
"MYL12B",2.65862621547314
"AP001025.1",0
"LINC01895",0
"RPL31P59",0
"IGLJCOR18",0
"RPL21P127",0
"TGIF1",0.0891796951129147
"BOD1P1",0.0511167427915131
"GAPLINC",0
"DLGAP1",0.137230770671645
"RN7SL39P",0
"AP002472.1",0
"DLGAP1-AS1",0.209277332935071
"DLGAP1-AS2",0.194060298947702
"AP002478.1",0
"AP002478.2",0
"DLGAP1-AS3",0.0409336461754369
"MIR6718",0
"RNU6-831P",0
"DLGAP1-AS4",0.046096674149897
"GAPDHP66",0.0245158214062876
"DLGAP1-AS5",0.0499894011048622
"AP005208.1",0
"AP005403.1",0
"AP005203.1",0
"PPIAP14",0
"LINC01892",0
"BOD1P2",0
"AKAIN1",0
"AP005380.1",0
"AP001496.4",0
"AP001496.2",0
"LINC00526",0
"LINC00667",0.0859152576175671
"AP001496.3",0
"ZBTB14",0
"AP001496.1",0
"AP005671.1",0.0812825752239249
"EPB41L3",0.120249546460262
"AP005059.2",0
"AP005059.1",0
"MIR3976HG",0
"MIR3976",0
"TMEM200C",0.0473589625314717
"AP005433.1",0
"L3MBTL4",0.0404316652120039
"AP001021.1",0
"RNU5F-3P",0
"AP001021.2",0.0529129704254871
"L3MBTL4-AS1",0
"MIR4317",0
"AP005060.1",0
"RNU6-349P",0
"RPL6P27",0.0861507491475141
"AP005202.2",0
"LINC01387",0
"AP005202.1",0
"RN7SL282P",0
"AP005205.1",0
"AP005205.3",0
"AP005205.2",0
"ARHGAP28",0.0213047027859622
"AP005210.1",0
"LINC00668",0
"SCML2P1",0
"RNU6-916P",0
"LAMA1",0.13607906068726
"AP002409.1",0
"AP005062.1",0
"SLC25A51P2",0
"LRRC30",0.0320081302074959
"PTPRM",0
"AP000897.2",0.0500925017537848
"AP000897.1",0
"AC006566.1",0
"AP001094.3",0
"AP001094.2",0
"AP001094.1",0
"RFWD2P1",0
"RN7SL50P",0
"THEMIS3P",0.0580794493966507
"AKR1B1P6",0
"RAB12",0
"AP001793.1",0
"TOMM20P3",0
"GACAT2",0.0239498632829407
"MTCL1",0.0605905561756555
"AP000864.1",0.0574245875594436
"RPS4XP19",0
"NDUFV2",0.0272983274904352
"AP005263.1",0
"AP005899.1",0
"NDUFV2-AS1",0.0324595010490504
"ANKRD12",1.46828751585119
"AP001033.2",0.0214726837250252
"AP001033.1",0
"TWSG1",0
"AP005432.2",0
"RALBP1",1.38509128466077
"AP005432.1",0
"RNU2-27P",0
"PPP4R1",1.07150361161621
"AP001381.1",0.202236730620827
"PPP4R1-AS1",0
"RNU6-903P",0
"AP000902.2",0
"KRT18P8",0
"RAB31",2.34888295859115
"AP000902.1",0
"ZNF415P1",0.0637756010063786
"RN7SL862P",0
"AC006238.2",0.136681168148464
"RNA5SP449",0
"PIGPP4",0
"TXNDC2",0
"AC006238.1",0
"VAPA",1.85492377528893
"RNA5SP450",0
"AP005271.1",0
"AP005209.1",0
"AP006219.1",0
"LINC01254",0
"APCDD1",0.0354835683418629
"NAPG",0.220679874356045
"AP001099.1",0
"LINC01887",0.0312217277689239
"AP001180.3",0
"CCDC58P1",0
"AP001180.2",0
"AP001180.5",0
"PMM2P1",0
"AP001180.1",0
"PIEZO2",0.149906162072082
"AP001180.4",0
"KIAA0895LP1",0
"MIR6788",0
"AP005120.1",0
"AP005139.1",0
"AP005229.1",0
"AP005229.2",0.0265485436126185
"AP001109.1",0
"LINC01928",0
"LINC01255",0.0556214792257234
"AP001017.1",0
"SLC35G4",0
"AP001120.4",0
"NPIPB1P",0
"AP001120.2",0
"AP001120.3",0
"MIR7153",0
"AP001120.1",0
"GNAL",0.178351709046
"ASNSP6",0
"AP005137.1",0
"CHMP1B",0.745134045083373
"CHMP1B-AS1",0
"AP005137.2",0
"MPPE1",0.113064187167028
"AP001269.4",0
"AP001269.2",0
"AP001269.3",0
"IMPA2",0.381856878887684
"AP001269.1",0.0378143162697706
"AP001542.3",0.0893566735868964
"AP001542.1",0
"AP001542.2",0
"AP002414.1",0
"AP002414.4",0
"AP002414.2",0
"AP002414.5",0
"AP002414.3",0
"ANKRD62",0.0420298211777982
"RNU6-324P",0
"SDHDP1",0
"AP005264.2",0
"AP005264.6",0
"AP005264.4",0
"AP005264.5",0
"CCDC58P3",0
"AP005264.3",0.0239498632829407
"PPIAP56",0
"CIDEA",0
"AP005264.7",0
"AP005264.1",0
"RNU6-170P",0
"TUBB6",0
"AFG3L2",0
"RNU7-129P",0
"PRELID3A",0.073771234438851
"AP001029.1",0
"AP001029.2",0
"SPIRE1",0.0486304285680364
"AP001029.3",0
"PSMG2",0.0678036180044283
"CEP76",0.0438864662801168
"AP005482.3",0.0304790749548848
"AP005482.2",0
"AP005482.1",0
"PTPN2",0.55926069615938
"STK25P1",0
"EIF4A2P1",0.0547462863674447
"SEH1L",0.180186144738467
"AP002449.1",0
"CEP192",0.166600597388337
"AP001357.2",0
"AP001357.1",0.0300060300067069
"AP001198.2",0
"AP001198.1",0
"LDLRAD4",0.106323307624048
"AP002505.1",0
"C18orf15",0
"AP002505.2",0
"AP002439.1",0.0192784687802824
"LDLRAD4-AS1",0.0385064336136192
"MIR5190",0
"AP005131.5",0
"AP005131.4",0
"AP005131.6",0
"AP005131.2",0
"AP005131.1",0.0332690672230274
"AP005131.7",0.018970354148072
"AP005131.3",0
"MIR4526",0
"AP001010.1",0
"FAM210A",0
"AP001525.1",0
"RN7SL362P",0
"RNMT",0.260831301236961
"MC5R",0.0962509740354397
"MC2R",0
"AP001086.1",0
"AC006557.6",0.0272472249051514
"AC006557.5",0
"ZNF519",0
"AC006557.4",0
"AC006557.1",0
"AC006557.3",0
"FRG2LP",0
"AC006557.2",0
"NF1P5",0
"ANKRD20A5P",0
"RNU6-316P",0
"RHOT1P1",0.0220044892710809
"AP005212.4",0
"AP005212.2",0
"CYP4F35P",0.100452093130012
"AP005212.3",0
"AP005212.1",0
"TERF1P2",0
"FEM1AP2",0.0526238925902111
"LONRF2P1",0
"CXADRP3",0
"GRAMD4P7",0
"POTEC",0.0343889221728476
"RNU6-1021P",0
"OR4K7P",0
"OR4K8P",0
"SNX19P3",0
"VN1R74P",0
"GTF2IP8",0
"ANKRD30B",0
"RNU6-1210P",0
"AP006565.1",0
"MIR3156-2",0
"LINC01906",0
"FGF7P1",0
"AP005121.1",0
"LINC01443",0
"LINC01444",0
"AP005121.2",0.0530613264195423
"AP005242.4",0
"AP005242.2",0
"AP005242.3",0
"AP005242.1",0
"AP005901.2",0
"AP005901.3",0
"BNIP3P3",0
"AP005901.4",0
"AP005901.1",0.0364706870760148
"RNU6-721P",0
"ROCK1",3.07059635139498
"AC022795.1",0
"RNU6-120P",0
"EXOGP1",0
"AC022809.1",0
"GREB1L",0.0794688236184577
"AC015878.2",0
"AC015878.1",0
"RF00603",0
"ESCO1",0.0640453388815374
"SNRPD1",0.0607529328624805
"ABHD3",0.473926708850131
"AC106037.1",0.0500925017537848
"AC106037.2",0.155111920484398
"MIR320C1",0
"MIB1",0.145602494447877
"RN7SL233P",0
"MIR133A1HG",0.0534518610116413
"MIR133A1",0
"MIR1-2",0
"AC103987.1",0
"AC103987.2",0
"RNU6-1038P",0
"AC103987.3",0
"RNA5SP451",0
"LINC01900",0
"AC091043.1",0
"RNU6ATAC20P",0
"GATA6-AS1",0
"GATA6",0
"AC091588.1",0
"RNU6-702P",0
"AC091588.3",0
"AC091588.2",0.0558698595864041
"AC027449.1",0
"CTAGE1",0
"AC099849.1",0
"RPS4XP18",0
"RNU6-1032P",0
"AC090912.1",0.0270310656753919
"AC090912.2",0
"RBBP8",0.113280891823828
"AC090912.3",0
"UBE2CP2",0
"MIR4741",0
"RN7SL745P",0
"CABLES1",0.0270310656753919
"TMEM241",0.046068208399994
"AC011731.1",0
"RIOK3",1.04119743007759
"AC026634.1",0
"RMC1",0.0814391991596669
"NPC1",0.170987044998438
"ANKRD29",0.0708055133787752
"RPS10P27",0
"LAMA3",0.177224830446549
"RPL23AP77",0.0452413427745232
"AC010754.1",0
"TTC39C",0.0332690672230274
"TTC39C-AS1",0
"AC090772.2",0
"AC090772.1",0
"RNU5A-6P",0
"AC090772.4",0
"CABYR",0
"AC090772.3",0
"OSBPL1A",0.0433019606391435
"RNA5SP452",0
"RNU6-435P",0
"MIR320C2",0
"AC023983.1",0
"AC023983.2",0
"IMPACT",0
"AC007922.2",0.018785223274776
"HRH4",0.0260756495260581
"AC007922.1",0
"AC007922.3",0.0431454031586127
"EIF4A3P1",0.0465725981669737
"LINC01915",0.0469492785336562
"RAC1P1",0
"PPIAP57",0
"AC018697.1",0
"LINC01894",0
"WBP2P1",0
"AC104961.1",0.0422351554437902
"ZNF521",0.0513708260686259
"AC105114.2",0
"AC105114.1",0.0477463679406611
"AC110603.1",0
"RN7SL97P",0
"AC027229.1",0
"SS18",0.241711551359208
"RPS24P18",0
"PSMA8",0
"DHFRP1",0
"NPM1P2",0
"TAF4B",0.103703142982247
"SINHCAFP1",0.0514386870614943
"AC121320.1",0.0237985530308925
"AC022069.1",0
"RNU6-1289P",0
"LINC01543",0
"KCTD1",0.0263870170919693
"AC007996.1",0.0620592970609701
"AC090206.1",0
"MIR8057",0
"CIAPIN1P",0.0270310656753919
"AQP4-AS1",0.044556506484677
"PCAT18",0
"AC012588.1",0
"AC018371.1",0.0529129704254871
"AC018371.2",0
"AQP4",0
"CHST9",0
"AC023575.1",0
"LINC01908",0
"AC090403.1",0
"AC021382.1",0
"UBA52P9",0
"AC068408.1",0.0414492168089088
"RBM22P1",0
"PA2G4P3",0
"CDH2",0.0976340626227186
"AC110015.1",0
"AC006249.1",0
"AC090365.1",0
"ARIH2P1",0
"AC023932.1",0
"RNU6-408P",0
"AC105245.1",0
"AC074237.1",0.0850383745301747
"AC117569.1",0
"MIR302F",0
"AC090506.1",0
"AC090506.2",0.051167198265775
"AC016382.1",0
"RNU6-857P",0
"DSC3",0.110585551271333
"DSC2",0.302941093153725
"DSCAS",0
"DSC1",0
"AC012417.1",0
"DSG1",0
"DSG1-AS1",0
"RNU6-167P",0
"DSG4",0.0582048011845868
"DSG3",0.0450603925125625
"AC021549.1",0
"DSG2",0.0929088748182447
"DSG2-AS1",0
"TTR",0
"B4GALT6",0.0239498632829407
"AC017100.1",0
"RN7SKP44",0
"LRRC37A7P",0
"AC017100.2",0
"SLC25A52",0
"TRAPPC8",0.441175965189041
"AC022960.1",0
"AC022960.3",0
"AC022960.2",0
"RNU6-1050P",0
"AC009831.1",0
"PGDP1",0.0270310656753919
"AC009831.2",0.027130264411387
"AC009831.4",0
"RNF125",0.100686013133233
"AC011825.3",0
"AC009831.3",0
"AC011825.1",0
"AC011825.4",0
"RNF138",0.239380598641681
"AC011825.2",0.083962741924463
"GAREM1",0.102247422608781
"RNA5SP453",0
"MEP1B",0.0488308605357061
"CLUHP6",0.0301651608142256
"AC015563.1",0
"AC015563.2",0
"AC021224.1",0
"HNRNPA1P7",0
"AC025887.2",0.0425326470546603
"WBP11P1",0
"AC025887.1",0
"KLHL14",0
"AC012123.1",0.0460139498495507
"AC012123.2",0
"AC090371.2",0
"CCDC178",0
"AC090371.1",0
"AC091198.1",0.0559116500829336
"ASXL3",0.0425326470546603
"NOL4",0.0373144949551451
"AC104985.3",0
"AC104985.1",0
"AC104985.2",0
"DTNA",0.188800066440724
"AC013290.1",0
"AC022601.1",0
"AC068506.1",0
"MAPRE2",0.0732929530996172
"AC015967.2",0
"AC015967.1",0
"ZNF397",0.133099003390987
"ZSCAN30",0.112103706785364
"AC011815.3",0
"AC011815.2",0.0261086931382969
"AC011815.1",0
"ZNF271P",0.306817815274055
"AC116447.1",0
"ZNF24",0.210667666018081
"ZNF396",0.125624459196052
"AC007998.1",0
"AC007998.4",0
"AC007998.3",0
"AC007998.2",0
"INO80C",0
"AC007998.5",0
"GALNT1",0.437881766483278
"MIR3975",0
"AC090220.1",0
"AC090229.1",0
"NRBF2P1",0
"MIR187",0
"MIR3929",0
"AC118757.1",0
"C18orf21",0.0465725981669737
"AC091060.1",0.0409903493538811
"RPRD1A",0.085188680373501
"SLC39A6",0.0422861343162586
"ELP2",0.0802080185171459
"AC023043.1",0
"MOCOS",0.126015036087832
"AC023043.4",0
"AC023043.2",0
"AC023043.3",0
"FHOD3",0.0876865042336884
"TPGS2",0.161392488612156
"KIAA1328",0.0863381579886968
"AC016493.1",0
"AC015961.1",0
"CELF4",0
"AC015961.2",0.0417692124475731
"AC090386.1",0
"AC090386.2",0
"AC129908.1",0
"AC009899.1",0
"MIR4318",0
"RPL12P40",0
"AC100781.1",0
"RN7SKP182",0
"RNU6-706P",0
"AC016205.1",0
"AC011139.1",0
"RPL7AP66",0
"MIR924",0
"MIR5583-2",0
"MIR5583-1",0
"RNU6-1242P",0
"LINC01901",0
"LINC01902",0.024706485257042
"AC011266.1",0.0469492785336562
"LINC01477",0
"RPL17P45",0
"KC6",0
"AC011712.1",0
"AC011225.1",0
"PIK3C3",0.197580024131158
"AC087683.2",0
"AC087683.1",0
"LINC00907",0
"RNA5SP454",0
"RIT2",0
"SYT4",0
"AC022743.1",0
"AC083760.1",0
"RNA5SP455",0
"AC110014.1",0
"KRT8P5",0
"LINC01478",0.0432455142038573
"MLECP1",0
"AC120049.1",0.0474539245541324
"SETBP1",0.13981189052197
"AC021766.1",0
"MIR4319",0
"AC105074.1",0.0617722479587688
"AC090376.1",0
"SLC14A2",0.0239498632829407
"SLC14A2-AS1",0
"AC021517.1",0
"AC021517.2",0
"AC091151.1",0
"AC023421.1",0
"AC023421.2",0
"SLC14A1",0
"AC087685.1",0
"SIGLEC15",0.0417692124475731
"EPG5",0.158343452813176
"PSTPIP2",0.754198623218962
"RN7SKP26",0
"AC012569.1",0.0352725761671554
"RNY4P37",0
"ATP5F1A",0.286803360433081
"HAUS1",0.0904935448972091
"RNU6-1278P",0
"C18orf25",0.252389804355783
"RNF165",0
"AC015959.1",0
"AC018931.1",0
"LOXHD1",0.29823121959238
