Cell	cell_type
D21_B002593.gencode.vH29	Neutrophil
D22_B001238.gencode.vH29	Neutrophil
D22_B002591.gencode.vH29	Neutrophil
E1_BP1_wbc.gencode.vH29	Neutrophil
E15_B002591.gencode.vH29	Neutrophil
E22_B002593.gencode.vH29	Neutrophil
F14_B002592.gencode.vH29	Neutrophil
F17_B002586.gencode.vH29	Neutrophil
G17_B002593.gencode.vH29	Neutrophil
H12_B002593.gencode.vH29	Neutrophil
H16_B002578.gencode.vH29	Neutrophil
H18_B001228.gencode.vH29	Neutrophil
H19_B002592.gencode.vH29	Neutrophil
H22_B002586.gencode.vH29	Neutrophil
H22_B002593.gencode.vH29	Neutrophil
H9_BP3.gencode.vH29	Neutrophil
I17_B002586.gencode.vH29	Neutrophil
I21_B002578.gencode.vH29	Neutrophil
I22_B002593.gencode.vH29	Neutrophil
J17_B002593.gencode.vH29	Neutrophil
J22_B002591.gencode.vH29	Neutrophil
J22_B002593.gencode.vH29	Neutrophil
K13_B002593.gencode.vH29	Neutrophil
K17_B002593.gencode.vH29	Neutrophil
K18_B002593.gencode.vH29	Neutrophil
K2_BP1_wbc.gencode.vH29	Neutrophil
K21_B002586.gencode.vH29	Neutrophil
K21_B002592.gencode.vH29	Neutrophil
L14_B002591.gencode.vH29	Neutrophil
L17_B002593.gencode.vH29	Neutrophil
L2_BP1_wbc.gencode.vH29	Neutrophil
L20_B002593.gencode.vH29	Neutrophil
L22_B002592.gencode.vH29	Neutrophil
L7_BP3.gencode.vH29	Neutrophil
M13_B002578.gencode.vH29	Neutrophil
M13_B002591.gencode.vH29	Neutrophil
M17_B002579.gencode.vH29	Neutrophil
M20_B002578.gencode.vH29	Neutrophil
M20_B002586.gencode.vH29	Neutrophil
M20_B002593.gencode.vH29	Neutrophil
M22_B002579.gencode.vH29	Neutrophil
N12_B001226.gencode.vH29	Neutrophil
N12_B001238.gencode.vH29	Neutrophil
N14_B002578.gencode.vH29	Neutrophil
N15_B002593.gencode.vH29	Neutrophil
N16_B001238.gencode.vH29	Neutrophil
N19_B002593.gencode.vH29	Neutrophil
N22_B001238.gencode.vH29	Neutrophil
N22_B002591.gencode.vH29	Neutrophil
N22_B002593.gencode.vH29	Neutrophil
N4_BP1_wbc.gencode.vH29	Neutrophil
N7_BP3.gencode.vH29	Neutrophil
O1_BP1_wbc.gencode.vH29	Neutrophil
O12_B001228.gencode.vH29	Neutrophil
O13_B002593.gencode.vH29	Neutrophil
O15_B002593.gencode.vH29	Neutrophil
O16_B002578.gencode.vH29	Neutrophil
O18_B001238.gencode.vH29	Neutrophil
O19_B001228.gencode.vH29	Neutrophil
O19_B002593.gencode.vH29	Neutrophil
O20_B001226.gencode.vH29	Neutrophil
O20_B002593.gencode.vH29	Neutrophil
O21_B002586.gencode.vH29	Neutrophil
O21_B002593.gencode.vH29	Neutrophil
P15_B002591.gencode.vH29	Neutrophil
P17_B001238.gencode.vH29	Neutrophil
P17_B002586.gencode.vH29	Neutrophil
P18_B002578.gencode.vH29	Neutrophil
P18_B002579.gencode.vH29	Neutrophil
P18_B002591.gencode.vH29	Neutrophil
P19_B002593.gencode.vH29	Neutrophil
P2_BP1_wbc.gencode.vH29	Neutrophil
P20_B001238.gencode.vH29	Neutrophil
P20_B002591.gencode.vH29	Neutrophil
P21_B001238.gencode.vH29	Neutrophil
P21_B002579.gencode.vH29	Neutrophil
P21_B002593.gencode.vH29	Neutrophil
A1_BP12_wbc.gencode.vH29	CD4+ Naive T
A16_BP6_cd4.gencode.vH29	CD4+ Naive T
A18_B001228.gencode.vH29	CD4+ Naive T
A20_BP6_cd4.gencode.vH29	CD4+ Naive T
A23_BP7_cd8.gencode.vH29	CD4+ Naive T
A3_BP12_wbc.gencode.vH29	CD4+ Naive T
A3_BP7_cd8.gencode.vH29	CD4+ Naive T
B10_BP4.gencode.vH29	CD4+ Naive T
B18_BP6_cd4.gencode.vH29	CD4+ Naive T
B19_BP6_cd4.gencode.vH29	CD4+ Naive T
B2_BP7_cd8.gencode.vH29	CD4+ Naive T
B20_BP11_wbc.gencode.vH29	CD4+ Naive T
B20_BP6_cd4.gencode.vH29	CD4+ Naive T
B21_BP6_cd4.gencode.vH29	CD4+ Naive T
B24_BP12_wbc.gencode.vH29	CD4+ Naive T
B3_BP12_wbc.gencode.vH29	CD4+ Naive T
B4_BP1_wbc.gencode.vH29	CD4+ Naive T
C1_BP7_cd8.gencode.vH29	CD4+ Naive T
C18_BP6_cd4.gencode.vH29	CD4+ Naive T
C20_BP11_wbc.gencode.vH29	CD4+ Naive T
C20_BP6_cd4.gencode.vH29	CD4+ Naive T
C22_BP7_cd8.gencode.vH29	CD4+ Naive T
C23_BP11_wbc.gencode.vH29	CD4+ Naive T
C24_BP12_wbc.gencode.vH29	CD4+ Naive T
C5_BP2_wbc.gencode.vH29	CD4+ Naive T
D1_BP12_wbc.gencode.vH29	CD4+ Naive T
D14_BP5_wbc.gencode.vH29	CD4+ Naive T
D16_BP6_cd4.gencode.vH29	CD4+ Naive T
D17_BP6_cd4.gencode.vH29	CD4+ Naive T
D20_BP6_cd4.gencode.vH29	CD4+ Naive T
D3_BP12_wbc.gencode.vH29	CD4+ Naive T
D4_BP1_wbc.gencode.vH29	CD4+ Naive T
D5_BP2_wbc.gencode.vH29	CD4+ Naive T
D7_BP3.gencode.vH29	CD4+ Naive T
E14_BP5_wbc.gencode.vH29	CD4+ Naive T
E15_BP5_wbc.gencode.vH29	CD4+ Naive T
E17_BP6_cd4.gencode.vH29	CD4+ Naive T
E19_BP6_cd4.gencode.vH29	CD4+ Naive T
E21_BP6_cd4.gencode.vH29	CD4+ Naive T
E6_BP2_wbc.gencode.vH29	CD4+ Naive T
E7_BP3.gencode.vH29	CD4+ Naive T
F11_BP4.gencode.vH29	CD4+ Naive T
F16_BP6_cd4.gencode.vH29	CD4+ Naive T
F19_BP11_wbc.gencode.vH29	CD4+ Naive T
F19_BP6_cd4.gencode.vH29	CD4+ Naive T
F4_BP1_wbc.gencode.vH29	CD4+ Naive T
F9_BP3.gencode.vH29	CD4+ Naive T
G14_BP5_wbc.gencode.vH29	CD4+ Naive T
G17_BP6_cd4.gencode.vH29	CD4+ Naive T
G18_BP6_cd4.gencode.vH29	CD4+ Naive T
G19_BP6_cd4.gencode.vH29	CD4+ Naive T
G20_BP6_cd4.gencode.vH29	CD4+ Naive T
G24_BP12_wbc.gencode.vH29	CD4+ Naive T
G7_BP3.gencode.vH29	CD4+ Naive T
H15_BP6_cd4.gencode.vH29	CD4+ Naive T
H17_BP6_cd4.gencode.vH29	CD4+ Naive T
H18_BP6_cd4.gencode.vH29	CD4+ Naive T
H20_BP11_wbc.gencode.vH29	CD4+ Naive T
H23_BP11_wbc.gencode.vH29	CD4+ Naive T
H7_BP3.gencode.vH29	CD4+ Naive T
I1_BP12_wbc.gencode.vH29	CD4+ Naive T
I10_BP4.gencode.vH29	CD4+ Naive T
I15_BP6_cd4.gencode.vH29	CD4+ Naive T
I17_BP6_cd4.gencode.vH29	CD4+ Naive T
I20_BP6_cd4.gencode.vH29	CD4+ Naive T
I23_BP7_cd8.gencode.vH29	CD4+ Naive T
I7_BP3.gencode.vH29	CD4+ Naive T
I9_BP3.gencode.vH29	CD4+ Naive T
J11_BP4.gencode.vH29	CD4+ Naive T
J16_BP6_cd4.gencode.vH29	CD4+ Naive T
J2_BP7_cd8.gencode.vH29	CD4+ Naive T
J22_BP11_wbc.gencode.vH29	CD4+ Naive T
J24_BP12_wbc.gencode.vH29	CD4+ Naive T
K1_BP12_wbc.gencode.vH29	CD4+ Naive T
K12_BP4.gencode.vH29	CD4+ Naive T
K2_BP7_cd8.gencode.vH29	CD4+ Naive T
K21_BP11_wbc.gencode.vH29	CD4+ Naive T
K22_BP11_wbc.gencode.vH29	CD4+ Naive T
L1_BP12_wbc.gencode.vH29	CD4+ Naive T
L11_BP4.gencode.vH29	CD4+ Naive T
L13_BP5_wbc.gencode.vH29	CD4+ Naive T
L16_BP6_cd4.gencode.vH29	CD4+ Naive T
L17_BP6_cd4.gencode.vH29	CD4+ Naive T
L19_BP6_cd4.gencode.vH29	CD4+ Naive T
L20_BP11_wbc.gencode.vH29	CD4+ Naive T
L21_BP11_wbc.gencode.vH29	CD4+ Naive T
L3_BP1_wbc.gencode.vH29	CD4+ Naive T
M1_BP7_cd8.gencode.vH29	CD4+ Naive T
M13_BP5_wbc.gencode.vH29	CD4+ Naive T
M14_BP5_wbc.gencode.vH29	CD4+ Naive T
M18_BP11_wbc.gencode.vH29	CD4+ Naive T
M19_BP11_wbc.gencode.vH29	CD4+ Naive T
M19_BP6_cd4.gencode.vH29	CD4+ Naive T
M2_BP12_wbc.gencode.vH29	CD4+ Naive T
M20_BP6_cd4.gencode.vH29	CD4+ Naive T
M5_BP2_wbc.gencode.vH29	CD4+ Naive T
M7_BP3.gencode.vH29	CD4+ Naive T
M9_BP3.gencode.vH29	CD4+ Naive T
N16_BP6_cd4.gencode.vH29	CD4+ Naive T
N20_BP6_cd4.gencode.vH29	CD4+ Naive T
N21_BP7_cd8.gencode.vH29	CD4+ Naive T
N24_BP12_wbc.gencode.vH29	CD4+ Naive T
O12_BP5_wbc.gencode.vH29	CD4+ Naive T
O17_BP6_cd4.gencode.vH29	CD4+ Naive T
O4_BP1_wbc.gencode.vH29	CD4+ Naive T
O8_BP3.gencode.vH29	CD4+ Naive T
P11_BP4.gencode.vH29	CD4+ Naive T
P15_BP6_cd4.gencode.vH29	CD4+ Naive T
P17_BP6_cd4.gencode.vH29	CD4+ Naive T
P19_BP6_cd4.gencode.vH29	CD4+ Naive T
P20_BP6_cd4.gencode.vH29	CD4+ Naive T
P21_BP11_wbc.gencode.vH29	CD4+ Naive T
P5_BP2_wbc.gencode.vH29	CD4+ Naive T
E12_B002586.gencode.vH29	CD4+ Naive T
F20_B001228.gencode.vH29	CD4+ Naive T
I22_B001229.gencode.vH29	CD4+ Naive T
J15_B002593.gencode.vH29	CD4+ Naive T
P15_B002578.gencode.vH29	CD4+ Naive T
A12_B002593.gencode.vH29	CD4+ Naive T
K13_B002591.gencode.vH29	CD4+ Naive T
K22_B002579.gencode.vH29	CD4+ Naive T
N18_B001229.gencode.vH29	CD4+ Naive T
A12_BP4.gencode.vH29	CD4+ Memory/Effector T
A17_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
A19_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
A19_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
A21_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
B1_BP7_cd8.gencode.vH29	CD4+ Memory/Effector T
B15_BP5_wbc.gencode.vH29	CD4+ Memory/Effector T
B16_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
B17_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
B22_BP7_cd8.gencode.vH29	CD4+ Memory/Effector T
B9_BP3.gencode.vH29	CD4+ Memory/Effector T
C13_BP5_wbc.gencode.vH29	CD4+ Memory/Effector T
C16_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
C17_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
C19_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
C2_BP7_cd8.gencode.vH29	CD4+ Memory/Effector T
C21_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
C22_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
C6_BP2_wbc.gencode.vH29	CD4+ Memory/Effector T
D19_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
D21_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
D9_BP3.gencode.vH29	CD4+ Memory/Effector T
E16_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
E18_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
E20_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
E22_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
F15_BP5_wbc.gencode.vH29	CD4+ Memory/Effector T
F17_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
F20_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
F20_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
F21_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
F23_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
F6_BP2_wbc.gencode.vH29	CD4+ Memory/Effector T
G16_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
G2_BP1_wbc.gencode.vH29	CD4+ Memory/Effector T
G2_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
G21_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
G21_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
H16_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
H2_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
H20_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
H21_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
I11_BP4.gencode.vH29	CD4+ Memory/Effector T
I16_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
I18_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
I19_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
I4_BP1_wbc.gencode.vH29	CD4+ Memory/Effector T
J1_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
J15_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
J17_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
J18_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
J19_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
J2_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
J20_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
J5_BP2_wbc.gencode.vH29	CD4+ Memory/Effector T
K15_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
K16_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
K17_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
K19_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
K20_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
K24_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
L1_BP1_wbc.gencode.vH29	CD4+ Memory/Effector T
L10_BP4.gencode.vH29	CD4+ Memory/Effector T
L15_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
L18_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
L20_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
L4_BP1_wbc.gencode.vH29	CD4+ Memory/Effector T
M16_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
M17_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
M21_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
N15_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
N17_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
N18_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
N18_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
N19_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
N22_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
N3_BP1_wbc.gencode.vH29	CD4+ Memory/Effector T
O16_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
O18_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
O19_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
O2_BP1_wbc.gencode.vH29	CD4+ Memory/Effector T
O20_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
O20_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
O24_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
P18_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
P18_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
P23_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
P9_BP4.gencode.vH29	CD4+ Memory/Effector T
O21_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
P7_B001227.gencode.vH29	CD4+ Memory/Effector T
A15_B002578.gencode.vH29	CD4+ Memory/Effector T
A21_BP6_cd4.gencode.vH29	CD4+ Memory/Effector T
A22_B002578.gencode.vH29	CD4+ Memory/Effector T
A22_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
B12_B002586.gencode.vH29	CD4+ Memory/Effector T
C14_BP5_wbc.gencode.vH29	CD4+ Memory/Effector T
C22_B002591.gencode.vH29	CD4+ Memory/Effector T
D15_BP5_wbc.gencode.vH29	CD4+ Memory/Effector T
D3_BP1_wbc.gencode.vH29	CD4+ Memory/Effector T
E16_B002593.gencode.vH29	CD4+ Memory/Effector T
E23_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
F22_B002580.gencode.vH29	CD4+ Memory/Effector T
F3_BP7_cd8.gencode.vH29	CD4+ Memory/Effector T
G17_B001229.gencode.vH29	CD4+ Memory/Effector T
G23_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
G3_BP7_cd8.gencode.vH29	CD4+ Memory/Effector T
H12_B002578.gencode.vH29	CD4+ Memory/Effector T
H18_B002579.gencode.vH29	CD4+ Memory/Effector T
I1_BP7_cd8.gencode.vH29	CD4+ Memory/Effector T
J17_B001226.gencode.vH29	CD4+ Memory/Effector T
J21_B001238.gencode.vH29	CD4+ Memory/Effector T
K21_BP7_cd8.gencode.vH29	CD4+ Memory/Effector T
K4_BP1_wbc.gencode.vH29	CD4+ Memory/Effector T
K7_BP3.gencode.vH29	CD4+ Memory/Effector T
M1_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
N1_BP7_cd8.gencode.vH29	CD4+ Memory/Effector T
N13_BP5_wbc.gencode.vH29	CD4+ Memory/Effector T
N19_BP11_wbc.gencode.vH29	CD4+ Memory/Effector T
N24_BP7_cd8.gencode.vH29	CD4+ Memory/Effector T
N6_BP2_wbc.gencode.vH29	CD4+ Memory/Effector T
P13_BP5_wbc.gencode.vH29	CD4+ Memory/Effector T
E20_B002586.gencode.vH29	CD4+ Memory/Effector T
G15_BP10_NK.gencode.vH29	CD4+ Memory/Effector T
D2_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
K23_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
L24_BP12_wbc.gencode.vH29	CD4+ Memory/Effector T
D18_BP6_cd4.gencode.vH29	CD8+ Memory/Effector T
D22_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
F22_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
H24_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
H6_BP2_wbc.gencode.vH29	CD8+ Memory/Effector T
I21_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
K18_BP6_cd4.gencode.vH29	CD8+ Memory/Effector T
L6_BP2_wbc.gencode.vH29	CD8+ Memory/Effector T
M10_BP4.gencode.vH29	CD8+ Memory/Effector T
M18_BP6_cd4.gencode.vH29	CD8+ Memory/Effector T
O15_BP6_cd4.gencode.vH29	CD8+ Memory/Effector T
P22_BP11_wbc.gencode.vH29	CD8+ Memory/Effector T
D11_BP4.gencode.vH29	CD8+ Memory/Effector T
F13_BP5_wbc.gencode.vH29	CD8+ Memory/Effector T
G22_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
J12_BP4.gencode.vH29	CD8+ Memory/Effector T
L9_BP3.gencode.vH29	CD8+ Memory/Effector T
N8_BP3.gencode.vH29	CD8+ Memory/Effector T
A22_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
A6_BP2_wbc.gencode.vH29	CD8+ Memory/Effector T
C23_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
C24_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
C3_BP12_wbc.gencode.vH29	CD8+ Memory/Effector T
D3_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
D6_BP2_wbc.gencode.vH29	CD8+ Memory/Effector T
E2_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
E23_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
E24_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
E3_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
F23_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
G2_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
G24_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
H2_BP1_wbc.gencode.vH29	CD8+ Memory/Effector T
H2_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
H5_BP2_wbc.gencode.vH29	CD8+ Memory/Effector T
I20_BP11_wbc.gencode.vH29	CD8+ Memory/Effector T
I22_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
I5_BP2_wbc.gencode.vH29	CD8+ Memory/Effector T
I6_BP2_wbc.gencode.vH29	CD8+ Memory/Effector T
J21_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
J23_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
J24_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
J6_BP2_wbc.gencode.vH29	CD8+ Memory/Effector T
K1_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
K24_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
L21_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
L24_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
M2_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
M23_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
M24_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
N22_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
O1_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
O18_BP11_wbc.gencode.vH29	CD8+ Memory/Effector T
O21_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
O7_BP3.gencode.vH29	CD8+ Memory/Effector T
P10_BP4.gencode.vH29	CD8+ Memory/Effector T
P22_BP7_cd8.gencode.vH29	CD8+ Memory/Effector T
G13_BP5_wbc.gencode.vH29	CD8+ Memory/Effector T
N13_BP10_NK.gencode.vH29	CD8+ Memory/Effector T
J20_B002592.gencode.vH29	CD8+ Naive T
A1_BP7_cd8.gencode.vH29	CD8+ Naive T
A14_B002580.gencode.vH29	CD8+ Naive T
A14_BP10_NK.gencode.vH29	CD8+ Naive T
A15_B001227.gencode.vH29	CD8+ Naive T
A17_B001227.gencode.vH29	CD8+ Naive T
A18_B001227.gencode.vH29	CD8+ Naive T
A2_BP7_cd8.gencode.vH29	CD8+ Naive T
A24_BP7_cd8.gencode.vH29	CD8+ Naive T
A9_BP3.gencode.vH29	CD8+ Naive T
B11_BP4.gencode.vH29	CD8+ Naive T
B12_BP4.gencode.vH29	CD8+ Naive T
B22_BP11_wbc.gencode.vH29	CD8+ Naive T
B23_BP7_cd8.gencode.vH29	CD8+ Naive T
B24_BP7_cd8.gencode.vH29	CD8+ Naive T
B3_BP7_cd8.gencode.vH29	CD8+ Naive T
B6_BP2_wbc.gencode.vH29	CD8+ Naive T
C17_B002592.gencode.vH29	CD8+ Naive T
C20_B001227.gencode.vH29	CD8+ Naive T
C21_BP11_wbc.gencode.vH29	CD8+ Naive T
C22_B002578.gencode.vH29	CD8+ Naive T
C3_BP7_cd8.gencode.vH29	CD8+ Naive T
D1_BP7_cd8.gencode.vH29	CD8+ Naive T
D18_B002592.gencode.vH29	CD8+ Naive T
D2_BP7_cd8.gencode.vH29	CD8+ Naive T
D23_BP11_wbc.gencode.vH29	CD8+ Naive T
D23_BP7_cd8.gencode.vH29	CD8+ Naive T
D24_BP7_cd8.gencode.vH29	CD8+ Naive T
E1_BP7_cd8.gencode.vH29	CD8+ Naive T
E10_BP4.gencode.vH29	CD8+ Naive T
E12_B002580.gencode.vH29	CD8+ Naive T
E15_B002580.gencode.vH29	CD8+ Naive T
E16_B002580.gencode.vH29	CD8+ Naive T
E22_BP7_cd8.gencode.vH29	CD8+ Naive T
E5_BP2_wbc.gencode.vH29	CD8+ Naive T
F1_BP7_cd8.gencode.vH29	CD8+ Naive T
F12_BP4.gencode.vH29	CD8+ Naive T
F16_B001227.gencode.vH29	CD8+ Naive T
F16_B002580.gencode.vH29	CD8+ Naive T
F2_BP7_cd8.gencode.vH29	CD8+ Naive T
F24_BP7_cd8.gencode.vH29	CD8+ Naive T
G1_BP7_cd8.gencode.vH29	CD8+ Naive T
G14_B002580.gencode.vH29	CD8+ Naive T
G20_BP11_wbc.gencode.vH29	CD8+ Naive T
G23_BP7_cd8.gencode.vH29	CD8+ Naive T
H1_BP7_cd8.gencode.vH29	CD8+ Naive T
H14_BP5_wbc.gencode.vH29	CD8+ Naive T
H18_B002580.gencode.vH29	CD8+ Naive T
H21_BP7_cd8.gencode.vH29	CD8+ Naive T
H22_B002580.gencode.vH29	CD8+ Naive T
H23_BP7_cd8.gencode.vH29	CD8+ Naive T
I12_BP4.gencode.vH29	CD8+ Naive T
I14_B002580.gencode.vH29	CD8+ Naive T
I2_BP7_cd8.gencode.vH29	CD8+ Naive T
I20_B002580.gencode.vH29	CD8+ Naive T
I24_BP7_cd8.gencode.vH29	CD8+ Naive T
J1_BP7_cd8.gencode.vH29	CD8+ Naive T
J16_B002580.gencode.vH29	CD8+ Naive T
J22_BP7_cd8.gencode.vH29	CD8+ Naive T
K13_B002580.gencode.vH29	CD8+ Naive T
K22_BP7_cd8.gencode.vH29	CD8+ Naive T
K23_BP7_cd8.gencode.vH29	CD8+ Naive T
K5_BP2_wbc.gencode.vH29	CD8+ Naive T
K9_BP3.gencode.vH29	CD8+ Naive T
L1_BP7_cd8.gencode.vH29	CD8+ Naive T
L18_B001227.gencode.vH29	CD8+ Naive T
L2_BP7_cd8.gencode.vH29	CD8+ Naive T
L21_B002580.gencode.vH29	CD8+ Naive T
L22_BP7_cd8.gencode.vH29	CD8+ Naive T
L23_BP7_cd8.gencode.vH29	CD8+ Naive T
M11_BP4.gencode.vH29	CD8+ Naive T
M13_B002580.gencode.vH29	CD8+ Naive T
M21_B002580.gencode.vH29	CD8+ Naive T
M21_BP7_cd8.gencode.vH29	CD8+ Naive T
M22_BP7_cd8.gencode.vH29	CD8+ Naive T
N13_B002592.gencode.vH29	CD8+ Naive T
N14_B002592.gencode.vH29	CD8+ Naive T
N18_B002578.gencode.vH29	CD8+ Naive T
N18_B002591.gencode.vH29	CD8+ Naive T
N2_BP7_cd8.gencode.vH29	CD8+ Naive T
N23_BP7_cd8.gencode.vH29	CD8+ Naive T
N5_BP2_wbc.gencode.vH29	CD8+ Naive T
O10_BP4.gencode.vH29	CD8+ Naive T
O11_BP4.gencode.vH29	CD8+ Naive T
O17_B002580.gencode.vH29	CD8+ Naive T
O19_BP11_wbc.gencode.vH29	CD8+ Naive T
O2_BP7_cd8.gencode.vH29	CD8+ Naive T
O21_B001227.gencode.vH29	CD8+ Naive T
O22_BP7_cd8.gencode.vH29	CD8+ Naive T
O23_BP7_cd8.gencode.vH29	CD8+ Naive T
O24_BP7_cd8.gencode.vH29	CD8+ Naive T
P1_BP7_cd8.gencode.vH29	CD8+ Naive T
P13_B001227.gencode.vH29	CD8+ Naive T
P13_B001238.gencode.vH29	CD8+ Naive T
P18_B002580.gencode.vH29	CD8+ Naive T
P19_B001238.gencode.vH29	CD8+ Naive T
P19_B002592.gencode.vH29	CD8+ Naive T
P2_BP7_cd8.gencode.vH29	CD8+ Naive T
P20_B002580.gencode.vH29	CD8+ Naive T
P21_B002580.gencode.vH29	CD8+ Naive T
P21_BP7_cd8.gencode.vH29	CD8+ Naive T
P23_BP7_cd8.gencode.vH29	CD8+ Naive T
P24_BP7_cd8.gencode.vH29	CD8+ Naive T
P7_BP3.gencode.vH29	CD8+ Naive T
A14_B002578.gencode.vH29	CD8+ Naive T
